([1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 6, 1, 1, 1, 1], 2)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1], 4)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([3, 3, 3, 2, 2, 3, 3, 1, 8, 8, 1, 3, 3, 3, 3], 2)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([9, 9, 9, 8, 9, 8, 8, 8, 9, 9, 4, 9, 4, 8, 8], 8)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([1, 1, 7, 8, 7, 7, 7, 1, 7, 1, 1, 7, 7, 7, 7], 7)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1], 4)
([7, 7, 8, 6, 2, 8, 8, 7, 3, 3, 3, 8, 8, 8, 8], 6)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([2, 2, 2, 8, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1], 2)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([1, 1, 1, 1, 8, 9, 9, 9, 1, 1, 1, 1, 1, 9, 9], 1)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([3, 3, 3, 9, 3, 3, 3, 1, 8, 8, 8, 3, 3, 3, 3], 9)
([7, 7, 8, 3, 2, 8, 8, 7, 3, 3, 3, 8, 8, 8, 8], 3)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 8, 1, 8, 8, 8], 1)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([1, 1, 3, 8, 3, 5, 7, 1, 7, 1, 1, 5, 7, 5, 7], 8)
([1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([7, 7, 7, 7, 7, 3, 8, 7, 7, 7, 7, 7, 7, 7, 8], 7)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([1, 1, 1, 1, 8, 8, 8, 8, 1, 1, 1, 1, 1, 8, 8], 1)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 7)
([5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5], 4)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([1, 1, 1, 7, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4], 4)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([1, 1, 1, 2, 1, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4], 7)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([2, 2, 2, 5, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([7, 7, 7, 7, 7, 3, 8, 7, 7, 7, 7, 7, 7, 7, 8], 7)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5], 5)
([4, 4, 4, 7, 4, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1], 7)
([7, 7, 8, 3, 3, 8, 8, 7, 3, 3, 3, 8, 8, 8, 8], 3)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([4, 4, 4, 5, 4, 4, 2, 4, 0, 4, 4, 4, 4, 4, 4], 4)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([2, 2, 1, 8, 8, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1], 1)
([9, 9, 9, 7, 8, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9], 7)
([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1], 1)
([1, 1, 3, 3, 1, 5, 8, 1, 7, 1, 1, 5, 7, 5, 8], 8)
([8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8], 8)
([4, 4, 4, 7, 4, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 7, 8, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 7)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([4, 4, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([3, 3, 3, 3, 8, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3], 3)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([3, 3, 3, 2, 2, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3], 2)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([1, 1, 7, 7, 1, 1, 7, 1, 7, 1, 1, 5, 7, 1, 7], 7)
([6, 6, 6, 5, 4, 4, 4, 6, 5, 6, 4, 4, 4, 4, 4], 1)
([7, 7, 8, 3, 8, 8, 8, 7, 8, 1, 1, 8, 8, 8, 8], 8)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1], 1)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1], 2)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3], 3)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3], 3)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 4, 6, 4, 4], 6)
([3, 3, 7, 7, 7, 3, 8, 3, 7, 7, 7, 7, 7, 7, 8], 7)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3], 3)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([3, 3, 7, 2, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7], 7)
([1, 1, 1, 8, 8, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2], 8)
([8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8], 8)
([9, 9, 9, 2, 8, 8, 8, 8, 9, 9, 1, 9, 1, 8, 8], 8)
([1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1)
([9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 8)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([1, 1, 1, 8, 9, 8, 8, 8, 1, 1, 8, 1, 8, 8, 8], 8)
([2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2], 2)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5], 5)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 5)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 9)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([1, 1, 5, 8, 3, 5, 7, 1, 5, 1, 1, 5, 7, 5, 7], 8)
([3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([7, 7, 8, 6, 8, 8, 8, 7, 8, 1, 1, 8, 8, 8, 8], 6)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 7, 3, 3, 3, 3], 3)
([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1], 1)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([1, 1, 1, 1, 8, 9, 9, 9, 1, 1, 4, 1, 4, 9, 9], 1)
([7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([3, 3, 3, 4, 8, 3, 3, 3, 3, 7, 7, 3, 3, 3, 3], 8)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9], 9)
([7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1)
([4, 4, 4, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 6, 6], 6)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([9, 9, 9, 3, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 8)
([9, 9, 9, 9, 8, 8, 8, 8, 9, 9, 9, 9, 8, 8, 8], 9)
([9, 9, 9, 7, 8, 8, 8, 8, 9, 9, 4, 9, 4, 8, 8], 7)
([3, 3, 3, 7, 3, 3, 3, 3, 3, 7, 3, 3, 3, 3, 3], 2)
([6, 6, 6, 6, 4, 4, 4, 6, 4, 6, 4, 6, 4, 6, 6], 6)
([1, 1, 3, 1, 7, 3, 3, 3, 8, 1, 8, 3, 3, 3, 3], 1)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5], 5)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 1], 4)
([5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5], 5)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([9, 9, 9, 3, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 7, 3, 3, 3, 3], 3)
([4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 1, 1, 1, 1], 2)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([1, 1, 3, 3, 1, 3, 3, 1, 8, 1, 8, 3, 3, 3, 3], 2)
([8, 8, 8, 2, 8, 8, 8, 8, 3, 3, 7, 8, 8, 8, 8], 8)
([9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 8)
([9, 9, 9, 3, 9, 5, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([9, 9, 9, 1, 8, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9], 1)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([9, 9, 9, 7, 8, 9, 9, 9, 9, 9, 1, 9, 1, 9, 9], 7)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([3, 3, 3, 1, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3], 2)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 3, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([2, 2, 2, 2, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 5], 5)
([1, 1, 2, 8, 8, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2], 3)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([3, 3, 3, 1, 3, 3, 3, 3, 8, 1, 8, 3, 3, 3, 3], 1)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([1, 1, 7, 7, 7, 7, 7, 1, 7, 1, 1, 7, 7, 7, 7], 7)
([9, 5, 9, 9, 9, 5, 9, 9, 9, 9, 9, 5, 9, 5, 5], 9)
([9, 5, 9, 7, 9, 5, 9, 9, 9, 9, 9, 5, 9, 5, 9], 9)
([1, 1, 1, 1, 8, 9, 9, 9, 1, 1, 1, 1, 1, 9, 9], 1)
([9, 9, 9, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8], 8)
([9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], 3)
([7, 7, 7, 7, 7, 3, 8, 7, 7, 7, 7, 7, 7, 7, 8], 7)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([9, 9, 9, 9, 9, 5, 9, 9, 9, 9, 9, 9, 9, 9, 9], 9)
([1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1)
([6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6], 6)
([5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], 5)
([7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7], 7)
([2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2], 2)
([4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4], 4)
([1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 1)
([4, 4, 4, 7, 4, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4], 4)
